X,Y,Z,Z_SV
607.78,272.22,1120.9612371134021,1149.4
607.07,273.43,1120.9612371134021,1149.4
607.01,273.45,1121.0587628865978,1149.5
608.31,271.92,1121.0587628865978,1149.5
608.26,271.83,1121.0587628865978,1149.5
608.95,271.09,1121.0587628865978,1149.5
607.6,272.67,1121.0587628865978,1149.5
609.43,270.74,1121.0587628865978,1149.5
609.65,270.64,1121.0587628865978,1149.5
608.11,272.31,1121.0587628865978,1149.5
607.57,272.93,1121.0587628865978,1149.5
608.69,271.63,1121.0587628865978,1149.5
609.73,270.36,1121.0587628865978,1149.5
609.87,269.99,1121.1562886597937,1149.6
609.97,270.14,1121.1562886597937,1149.6
608.28,272.02,1121.1562886597937,1149.6
610.07,270.09,1121.643917525773,1150.1
610.0,269.99,1121.838969072165,1150.3
610.34,269.66,1121.9364948453608,1150.4
610.64,269.4,1122.2290721649485,1150.7
610.16,269.83,1122.2290721649485,1150.7
610.52,269.53,1122.7167010309279,1151.2
610.64,269.37,1122.9117525773197,1151.4
610.88,268.99,1123.3018556701031,1151.8
610.53,269.12,1123.399381443299,1151.9
611.08,268.37,1123.399381443299,1151.9
609.16,270.14,1123.8870103092784,1152.4
609.17,270.21,1124.08206185567,1152.6
609.47,270.07,1124.2771134020618,1152.8
611.06,268.65,1124.4721649484536,1153.0
611.26,268.07,1124.8622680412373,1153.4
608.8,269.97,1125.1548453608248,1153.7
610.57,268.03,1125.4474226804123,1154.0
609.72,268.71,1125.642474226804,1154.2
610.22,268.26,1126.2276288659793,1154.8
609.99,268.42,1126.4226804123712,1155.0
610.52,268.02,1126.5202061855668,1155.1
611.29,267.58,1127.0078350515462,1155.6
611.41,267.61,1127.3979381443298,1156.0
611.08,267.72,1127.5929896907217,1156.2
611.94,267.38,1127.983092783505,1156.6
611.92,267.59,1127.8855670103092,1156.5
612.62,267.31,1127.7880412371135,1156.4
613.03,266.94,1127.7880412371135,1156.4
614.04,267.02,1127.6905154639176,1156.3
614.75,266.87,1127.4954639175257,1156.1
615.46,266.73,1127.4954639175257,1156.1
616.16,266.58,1127.7880412371135,1156.4
616.87,266.44,1127.7880412371135,1156.4
617.58,266.29,1128.2756701030928,1156.9
618.29,266.15,1128.6657731958762,1157.3
619.0,266.0,1129.0558762886599,1157.7
620.0,267.0,1129.3484536082474,1158.0
621.0,269.0,1129.2509278350517,1157.9
621.0,270.0,1129.5435051546392,1158.2
621.0,271.0,1129.0558762886599,1157.7
621.0,272.0,1128.6657731958762,1157.3
621.0,273.0,1128.080618556701,1156.7
622.0,274.0,1127.202886597938,1155.8
622.0,274.0,1126.2276288659793,1154.8
623.0,275.0,1124.959793814433,1153.5
